latitude,longitude,address,driving_time_to_campus,walking_time_to_campus,bicycling_time_to_campus,transit_time_to_campus
40.06000000000001,-123.80000000000014,"356X+2X Benbow, CA, USA",1 hour 27 mins,1 day 13 hours,11 hours 18 mins,3 hours 26 mins
40.06000000000001,-123.78000000000014,"3669+2X Benbow, CA, USA",1 hour 22 mins,1 day 13 hours,11 hours 15 mins,3 hours 10 mins
40.08000000000001,-123.80000000000014,"35HX+XX Benbow, CA, USA",1 hour 25 mins,1 day 13 hours,11 hours 24 mins,3 hours 32 mins
40.08000000000001,-123.78000000000014,"36H9+XX Benbow, CA, USA",1 hour 23 mins,1 day 13 hours,11 hours 13 mins,3 hours 13 mins
40.100000000000016,-123.80000000000014,"860 Sunnybank Ln, Garberville, CA 95542, USA",1 hour 21 mins,1 day 12 hours,11 hours 2 mins,2 hours 11 mins
40.100000000000016,-123.78000000000014,"36X9+XX Garberville, CA, USA",1 hour 22 mins,1 day 12 hours,10 hours 54 mins,2 hours 56 mins
40.12000000000002,-123.84000000000013,"45C6+22 Redway, CA, USA",1 hour 20 mins,1 day 13 hours,11 hours 18 mins,3 hours 8 mins
40.12000000000002,-123.82000000000014,"155 Murrish Rd, Redway, CA 95560, USA",1 hour 19 mins,1 day 13 hours,11 hours 7 mins,2 hours 42 mins
40.14000000000002,-123.82000000000014,"45QH+XX Redway, CA, USA",1 hour 17 mins,1 day 13 hours,11 hours 23 mins,2 hours 51 mins
40.14000000000002,-123.80000000000014,"45QX+XX Redway, CA, USA",1 hour 22 mins,1 day 14 hours,11 hours 35 mins,3 hours 16 mins
40.20000000000003,-123.80000000000014,"55XX+XX Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 24 mins,2 hours 37 mins
40.20000000000003,-123.78000000000014,"56X9+XX Phillipsville, CA, USA",1 hour 14 mins,1 day 10 hours,10 hours 26 mins,2 hours 49 mins
40.220000000000034,-123.82000000000014,"659H+XX Miranda, CA, USA",1 hour 7 mins,1 day 10 hours,9 hours 42 mins,2 hours 37 mins
40.220000000000034,-123.80000000000014,"659X+XX Miranda, CA, USA",1 hour 16 mins,1 day 10 hours,9 hours 41 mins,2 hours 42 mins
40.220000000000034,-123.78000000000014,"746 Spring Canyon Ln, Phillipsville, CA 95559, USA",1 hour 16 mins,1 day 10 hours,10 hours 29 mins,2 hours 51 mins
40.24000000000004,-123.84000000000013,"400 Carol Ln, Miranda, CA 95553, USA",1 hour 11 mins,1 day 11 hours,9 hours 56 mins,4 hours 4 mins
40.24000000000004,-123.82000000000014,"119 Logan Rd, Miranda, CA 95553, USA",1 hour 13 mins,1 day 11 hours,9 hours 30 mins,2 hours 32 mins
40.26000000000004,-123.88000000000012,"7459+XX Myers Flat, CA, USA",1 hour 5 mins,1 day 13 hours,9 hours 4 mins,2 hours 26 mins
40.26000000000004,-123.86000000000013,"745R+X2 Myers Flat, CA, USA",1 hour 8 mins,1 day 13 hours,9 hours 4 mins,2 hours 16 mins
40.280000000000044,-123.88000000000012,"74J9+2X Myers Flat, CA, USA",1 hour 1 min,1 day 13 hours,8 hours 56 mins,2 hours 36 mins
40.280000000000044,-123.86000000000013,"74JR+22 Myers Flat, CA, USA",1 hour 4 mins,1 day 12 hours,9 hours 7 mins,2 hours 35 mins
40.32000000000005,-123.94000000000011,"8396+X2 Weott, CA, USA",59 mins,1 day 15 hours,8 hours 34 mins,2 hours 26 mins
40.32000000000005,-123.92000000000012,"187 S Spring St, Weott, CA 95571, USA",58 mins,1 day 15 hours,8 hours 36 mins,2 hours 8 mins
40.32000000000005,-123.90000000000012,"2500 Newton Rd, Weott, CA 95571, USA",1 hour 6 mins,1 day 16 hours,8 hours 49 mins,2 hours 45 mins
40.360000000000056,-123.92000000000012,"Avenue of the Giants, Redcrest, CA 95569, USA",51 mins,1 day 12 hours,7 hours 58 mins,2 hours 3 mins
40.40000000000006,-123.96000000000011,"C22R+22 Redcrest, CA, USA",54 mins,1 day 12 hours,8 hours 4 mins,2 hours 21 mins
40.40000000000006,-123.94000000000011,"26035 CA-254, Redcrest, CA 95569, USA",53 mins,1 day 12 hours,8 hours 0 mins,2 hours 11 mins
40.480000000000075,-124.12000000000008,"FVHJ+X2 Scotia, CA, USA",46 mins,1 day 3 hours,4 hours 38 mins,2 hours 38 mins
40.480000000000075,-124.10000000000008,"532 B St, Scotia, CA 95565, USA",42 mins,1 day 3 hours,4 hours 36 mins,1 hour 55 mins
40.480000000000075,-124.08000000000008,"FWHC+X2 Scotia, CA, USA",46 mins,1 day 3 hours,4 hours 58 mins,2 hours 26 mins
40.50000000000008,-124.12000000000008,"GV2J+22 Rio Dell, CA, USA",43 mins,1 day 2 hours,4 hours 34 mins,2 hours 2 mins
40.50000000000008,-124.10000000000008,"230 Smither Ct, Rio Dell, CA 95562, USA",40 mins,1 day 2 hours,4 hours 30 mins,1 hour 47 mins
40.50000000000008,-124.08000000000008,"GW2C+22 Rio Dell, CA, USA",46 mins,1 day 3 hours,5 hours 3 mins,2 hours 33 mins
40.540000000000084,-123.20000000000026,"GRQ2+X2 Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 3 mins,5 hours 22 mins
40.540000000000084,-123.18000000000026,"GRQC+X2 Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 3 mins,5 hours 21 mins
40.540000000000084,-123.16000000000027,"1630 Morgan Hill Rd, Hayfork, CA 96041, USA",2 hours 34 mins,1 day 12 hours,11 hours 7 mins,5 hours 18 mins
40.540000000000084,-123.14000000000027,"GVQ5+XX Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 10 mins,6 hours 5 mins
40.56000000000009,-124.14000000000007,"2600 Drake Hill Rd, Fortuna, CA 95540, USA",38 mins,15 hours 14 mins,4 hours 8 mins,1 hour 48 mins
40.56000000000009,-124.12000000000008,"4285 Hillras Way, Fortuna, CA 95540, USA",40 mins,14 hours 56 mins,4 hours 3 mins,1 hour 54 mins
40.56000000000009,-123.20000000000026,"420 Horse Tail Hill Rd, Hayfork, CA 96041, USA",2 hours 38 mins,1 day 11 hours,10 hours 52 mins,5 hours 18 mins
40.56000000000009,-123.18000000000026,"HR6C+22 Hayfork, CA, USA",2 hours 32 mins,1 day 11 hours,10 hours 57 mins,4 hours 51 mins
40.56000000000009,-123.16000000000027,"HR6R+22 Hayfork, CA, USA",2 hours 33 mins,1 day 11 hours,11 hours 3 mins,4 hours 58 mins
40.56000000000009,-123.14000000000027,"151 Rose Ln, Hayfork, CA 96041, USA",2 hours 28 mins,1 day 11 hours,11 hours 7 mins,4 hours 54 mins
40.56000000000009,-123.12000000000027,"10375 CA-3, Hayfork, CA 96041, USA",2 hours 30 mins,1 day 11 hours,11 hours 10 mins,5 hours 5 mins
40.56000000000009,-123.10000000000028,"HV6X+2X Hayfork, CA, USA",2 hours 32 mins,1 day 12 hours,11 hours 17 mins,4 hours 47 mins
40.56000000000009,-123.08000000000028,"HW6C+22 Hayfork, CA, USA",2 hours 35 mins,1 day 12 hours,11 hours 26 mins,4 hours 54 mins
40.58000000000009,-124.16000000000007,"HRHR+X2 Fortuna, CA, USA",34 mins,15 hours 52 mins,4 hours 24 mins,1 hour 39 mins
40.58000000000009,-124.14000000000007,"3030 Nellie Wy, Fortuna, CA 95540, USA",35 mins,15 hours 36 mins,4 hours 15 mins,1 hour 17 mins
40.58000000000009,-124.12000000000008,"3653 Loop Rd, Fortuna, CA 95540, USA",39 mins,15 hours 39 mins,4 hours 15 mins,2 hours 19 mins
40.58000000000009,-123.10000000000028,"HVHX+XX Hayfork, CA, USA",2 hours 35 mins,1 day 12 hours,11 hours 18 mins,4 hours 53 mins
40.58000000000009,-123.08000000000028,"13660 CA-3, Hayfork, CA 96041, USA",2 hours 35 mins,1 day 12 hours,11 hours 27 mins,4 hours 57 mins
40.58000000000009,-123.06000000000029,"14842 CA-3, Hayfork, CA 96041, USA",2 hours 28 mins,1 day 13 hours,11 hours 30 mins,4 hours 54 mins
40.58000000000009,-123.0200000000003,"HXHH+XX Hayfork, CA, USA",2 hours 28 mins,1 day 13 hours,11 hours 39 mins,5 hours 13 mins
40.600000000000094,-124.20000000000006,"HRX2+X2 Worswick, CA, USA",33 mins,22 hours 10 mins,5 hours 31 mins,1 hour 55 mins
40.600000000000094,-124.18000000000006,"HRXC+X2 Fortuna, CA, USA",33 mins,18 hours 50 mins,5 hours 16 mins,1 hour 13 mins
40.600000000000094,-124.16000000000007,"943 7th St, Fortuna, CA 95540, USA",33 mins,16 hours 16 mins,4 hours 23 mins,1 hour 3 mins
40.600000000000094,-124.14000000000007,"2468 Hillside Dr, Fortuna, CA 95540, USA",36 mins,16 hours 7 mins,4 hours 22 mins,1 hour 29 mins
40.600000000000094,-123.08000000000028,"HWXC+X2 Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 27 mins,5 hours 6 mins
40.600000000000094,-123.0200000000003,"HXXH+XX Hayfork, CA, USA",2 hours 23 mins,1 day 13 hours,11 hours 45 mins,4 hours 42 mins
40.6200000000001,-124.22000000000006,"JQCH+2X Loleta, CA, USA",30 mins,21 hours 4 mins,5 hours 51 mins,1 hour 20 mins
40.6200000000001,-124.20000000000006,"JRC2+22 Loleta, CA, USA",29 mins,21 hours 31 mins,5 hours 59 mins,1 hour 15 mins
40.6200000000001,-124.18000000000006,"1090 Tompkins Hill Rd, Fortuna, CA 95540, USA",33 mins,18 hours 13 mins,4 hours 57 mins,1 hour 37 mins
40.6400000000001,-124.24000000000005,"JQQ5+XX Loleta, CA, USA",31 mins,20 hours 47 mins,5 hours 48 mins,1 hour 26 mins
40.6400000000001,-124.22000000000006,"JQQH+XX Loleta, CA, USA",31 mins,20 hours 45 mins,5 hours 49 mins,1 hour 12 mins
40.70000000000011,-124.20000000000006,"MRX2+X2 Humboldt Hill, CA, USA",25 mins,20 hours 20 mins,5 hours 36 mins,51 mins
40.70000000000011,-124.18000000000006,"MRXC+X2 Humboldt Hill, CA, USA",32 mins,6 hours 36 mins,1 hour 34 mins,19 hours 1 min
40.72000000000011,-123.06000000000029,"PW9R+X2 Junction City, CA, USA",1 hour 48 mins,1 day 8 hours,8 hours 31 mins,3 hours 41 mins
40.72000000000011,-123.04000000000029,"PX95+XX Junction City, CA, USA",1 hour 50 mins,1 day 8 hours,8 hours 36 mins,3 hours 58 mins
40.740000000000116,-123.28000000000024,"PPR9+2X Big Bar, CA, USA",1 hour 33 mins,1 day 3 hours,7 hours 27 mins,3 hours 45 mins
40.740000000000116,-123.26000000000025,"PPRR+22 Big Bar, CA, USA",1 hour 31 mins,1 day 2 hours,7 hours 25 mins,3 hours 9 mins
40.740000000000116,-123.24000000000025,"PQR6+22 Big Bar, CA, USA",1 hour 28 mins,1 day 2 hours,7 hours 21 mins,3 hours 4 mins
40.740000000000116,-123.22000000000025,"PQRJ+22 Big Flat, CA, USA",1 hour 30 mins,1 day 3 hours,7 hours 26 mins,3 hours 2 mins
40.740000000000116,-123.20000000000026,"PRR2+22 Big Flat, CA, USA",1 hour 33 mins,1 day 3 hours,7 hours 33 mins,3 hours 12 mins
